文章類別,文章標題,文章內容,文章來源,日期,文章網址,文字雲,關係圖,文章摘要,統一文章類別,id,category,resource_id,resource
股票 ( Stock ),[創作] 想要更多吉伊卡哇x股版梗圖,4這樣啦我是烏薩奇媽媽股版這一兩個月出現了超多吉伊卡哇梗圖一堆都好笑還能讓股版變可愛我自己也是存了不少尤其喜歡動圖 幾年前都在求航運梗圖了唉就是有這種無聊檢舉仔大家救救我 救救這篇 希望不要被刪謝謝大佬 已改太神辣skyyo老闆再給我多一點（舔一人一信救救小可愛們,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725789532.A.FDD,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/24550dcf-57bc-4c82-9246-709fd4d35a03,https://d1pxdrw6gckt4w.cloudfront.net/network/dbd5c6de-a7d0-4409-be48-9af103f259d2,作者表達了對吉伊卡哇梗圖的喜愛，特別是動圖，並且指出最近股版出現了許多這類搞笑且可愛的梗圖。透過這些梗圖，股版變得更加生動有趣。作者提到幾年前大家都在求航運梗圖，但現在卻面臨無聊的檢舉問題，因此呼籲大家幫助保護這些梗圖免受刪除，希望能夠有更多吉伊卡哇梗圖出現。最後，作者還感謝大佬們並請求更多梗圖來讓股版更有趣。,財經,4,財經,1,PTT
八卦 ( Gossiping ),Re: [新聞] 曝柯文哲被押前曾說這話 黃國昌回憶,原文刪除我覺得柯文哲走到今天這樣也是覺得一方面滿可憐 一方面也滿活該的很客觀不加油添醋的講柯文哲10年前 自己是怎麼描述財團跟帶給人對於新政治是怎樣的想像 大家都很清楚然而這10年來從蔡衍明 到宣明智 到郭台銘 到沈慶京 練台生有頭有臉 能見過能私會的 大概都見過了不過見他們其實也沒什麼錯就只是一樣在走政治老路而已而且我個人本來就沒覺得財團就是刀叉吃人肉那是10年前的柯文哲覺得的 不是我所以10年後的柯文哲見了個遍 我也沒覺得怎樣但我猜啦 只是個人猜測你說他有收賄到個人口袋 我是覺得沒有但有沒有檯面下獲得超額政治獻金拿來民眾黨政黨營運 這個就覺得比較不好說純以個人認為的話 我還覺得高機率是有但你說只有他在做嗎？想也知道不是政治人物檯面下的運作就是這樣子光講幾個大家比較有印象都是早就已經公開有人質疑的仰德集團對侯友宜選舉每次剛好就有一批主管化整為零剛好捐一摸一樣的錢給侯友宜  能這樣搞嗎對待藍綠真的沒有在這樣搞的鄭文燦被抓前 早就先走漏風聲Line帳號也都先處理好 我們已經挖到ooo樁腳」這種機密訊息給司法看，不就相當於給民進黨看？連最基本的金流都沒有用近乎心證的圖利罪一口氣把柯文哲抄家弄成這樣真的覺得是政治追殺了但覺得他活該的地方就是先不說自己的嘴巴本身就樹敵太多光就如果他照著10年前的說法做下去跟那些財團保持距離應該今天是不會變這個下場就好像藍白合一樣汲汲營營覺得那樣才能聚集在野的選民結果反而失去了感動人心的力量依照去年狀況打從開始自己一路到底的話我看我身邊的藍營選民反而會自己靠過來搞了那齣藍白合後抓馬太多 反而藍營選民都歸隊了某種方面來說 北風與太陽太想去抓住什麼 反而把終點推得更遠了柯文哲不是什麼壞人 但真的活該吧然後也因此承受了政治上被抄家的代價--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725732039.A.BB3,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/65ab8137-58df-439e-8bfc-0dbb0e153f26,https://d1pxdrw6gckt4w.cloudfront.net/network/d25c350e-7d72-452e-b4f0-f6ec9ff2eb56,柯文哲在政治上的遭遇被形容為既可憐又活該。文章回顧了他十年前對財團的批評和新政治的理想，但十年後，他與多位有名望的財團人物私下會面，未免走上了傳統政治的老路。作者認為，雖然柯文哲沒有私收賄賂，但可能接受了超額的政治獻金用於民眾黨的運營。這種檯面下的操作並非柯文哲獨有，其他政治人物如侯友宜和鄭文燦也有類似的情況。作者指出，柯文哲如果堅持當初的理想，或許不會有今天的下場。藍白合的策略也被認為是錯誤的，導致選民失望。總的來說，柯文哲雖然不是壞人，但因為違背初衷，最終承受了政治上的代價。,八卦,2,八卦,1,PTT
股票 ( Stock ),[請益] 比定存好然後賠錢機率很小的有嗎,是這樣的已經把定存解約好幾個月了，本來還有個年利率1.7%利息結果這幾個月沒利息因為太害怕股票賠錢遲遲不敢買心臟太小可以拜託學長姐給小白一隻名牌就好了比定存高但是幾乎不會賠到本金的有嗎穩健的--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725737788.A.60C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/a85d1715-9b17-4b19-addc-00e1db197d66,https://d1pxdrw6gckt4w.cloudfront.net/network/f06b875f-84fc-4cf3-b011-8ed63c23ea15,已經解約了定存，原本年利率1.7%的利息也因此消失。由於害怕股票投資會賠錢，所以一直不敢進行投資。希望學長姐能推薦一些比定存收益高但風險極低的投資選項，最好是幾乎不會損失本金的穩健投資。,財經,4,財經,1,PTT
八卦 ( Gossiping ),[問卦] 真正尊重專業的人說「我不知道」合理吧？,比如企業專案或公司辦理採購反正一切都尊重專業專家說什麼就是什麼專家學者做成決議就接受管他決議內容是什麼都完全不知道只知道專家有共識了就好文件來了我就蓋章閉眼把印章蓋下去其實根本什麼都不知道這一切都很合理吧？--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725766303.A.9B2,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/39143d42-20f4-4a0e-94ad-571587274ef8,https://d1pxdrw6gckt4w.cloudfront.net/network/471ed4a1-d3b7-44bb-a7d2-8240c100918f,在企業專案或公司採購過程中，完全依賴專家的專業意見並接受他們的決議，對於非專業人士來說是合理的。當專家達成共識時，無需了解決議的具體內容，只需信任專家的判斷並蓋章批准，這樣的做法是合情合理的。這反映了對專業的尊重，即使在完全不理解細節的情況下，也依然相信專家所提供的建議和決策。文章討論了這種情況並認為這種做法合理。,八卦,2,八卦,1,PTT
政黑 ( HatePolitics ),[新聞]小草們集結濟南路聲援柯文哲!主辦單位宣稱,1.新聞網址:,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725794312.A.F0A,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/7cf42026-484b-4523-ac42-25bc898f6b9d,https://d1pxdrw6gckt4w.cloudfront.net/network/06514f37-4fa0-4252-94d1-f1c8df86da42,小草們集結濟南路聲援柯文哲，主辦單位宣稱活動獲得眾多支持者參與。根據報導，現場氣氛熱烈，支持者高喊口號並揮舞旗幟，展現對柯文哲的強烈支持。活動組織者表示，此次集會的目的是為了表達對柯文哲施政的肯定和支持，並希望通過集會喚起更多市民的認同。除了支持者，現場也有媒體記者採訪和報導，關注這次集會的動態。整體而言，這次集會不僅彰顯了柯文哲的支持者基礎，也反映了部分市民對現任市長的高度期待。,政治,6,政治,1,PTT
棒球 ( Baseball ),[LIVE] CPBL例行賽#313 富邦 VS 台鋼 @澄清湖, 2024中華職棒例行賽 313    高雄市立澄清湖棒球場   開賽時間-19:30富邦悍將　  　　　台鋼雄鷹    　 ｜      裁判名單   技術室   賽事訊息 ＳＳ 池恩齊　 １　ＳＳ 曾子祐 　 ｜     Ｈ 蔡豐澤     王俊宏    因雨延後開賽ＣＦ 周佳樂　 ２　ＣＦ 陳文杰　  ｜     1B 劉世偉     蔡國鎮    延後至19:30ＬＦ 蔡佳諺 　３　ＬＦ 王柏融　  ｜     2B 林金達     陳宋卿ＤＨ 申皓瑋　 ４　ＤＨ 魔　鷹　　｜     3B 江春緯３Ｂ 董子恩　 ５　３Ｂ 杜家明 　 ｜１Ｂ 王苡丞　 ６　１Ｂ 王博玄 　 ｜      轉播頻道   主播/球評   TIME ２Ｂ 葉子霆　 ７　　Ｃ 張肇元  　｜ＲＦ 孔念恩　 ８　ＲＦ 紀慶然　　｜        DAZN 1   石屹軒 鄭景益  19：15　Ｃ 豊　暐　 ９　２Ｂ 陳飛霖　  ｜   ELTA體育２台  吳盈達 周正雄　19：15ＳＰ 黃保羅　　　 ＳＰ 鳥　松　　｜      梁功斌 林振賢  19：20頻道備註、網路轉播詳見第二頁 頻道備註  網路轉播 DAZN OTT     (付費)Twitch       (付費)  (付費)ELTA.TV     (付費)HamiVideo   (付費)Hami-CPBLTV (付費)YouTube (付費) ,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725785402.A.AB5,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/208ef88d-4b0d-4fea-875b-9e30e8db1b3b,https://d1pxdrw6gckt4w.cloudfront.net/network/d451f369-8162-4edf-84e2-12e0d64de6f3,2024年中華職棒例行賽第313場比賽在高雄市立澄清湖棒球場舉行，對戰雙方為富邦悍將和台鋼雄鷹。原定開賽時間因雨延後至19:30。比賽的裁判名單和球員名單已公布，並提供了轉播頻道資訊，包括DAZN 1、ELTA體育2台等，並可在各大付費網絡平台如Twitch、HamiVideo、YouTube等觀看。詳細賽事訊息和頻道備註可參見第二頁。,運動,8,運動,1,PTT
八卦 ( Gossiping ),[問卦] 上大號犯法了？,是這樣的，有個人洗澡睡覺上大號，被當作在幹違法的事，然後被以此當作一個需要關起來的理由。現在上大號是犯法了嗎？--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725799460.A.04C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b4b60c97-a209-48ab-8bf4-baff0c610407,https://d1pxdrw6gckt4w.cloudfront.net/network/d6935f20-22b7-42e2-83ca-e73407156d11,有個人因洗澡、睡覺和上大號而被認為在做違法的事情，並且因此被關起來。這讓人疑惑現在上大號是否已經成為一種違法行為，並引發了相關討論。,八卦,2,八卦,1,PTT
八卦 ( Gossiping ),[新聞] 民眾黨挺阿北晚會首位神秘嘉賓曝光！是馬,今日新聞民眾黨挺阿北晚會首位神秘嘉賓曝光！是馬英九身邊的他記者林詠青／台北報導 請這咖 還稱神秘 連咖都稱不上--我們是中國人,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725793241.A.1E0,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/1250964e-ecc5-453a-983b-e915e251c0bb,https://d1pxdrw6gckt4w.cloudfront.net/network/ed3128de-59df-4351-8a26-db6e66cd2010,今日新聞報導，民眾黨舉辦的「挺阿北」晚會首位神秘嘉賓曝光，竟是馬英九身邊的一位人物。記者林詠青在台北報導中提及，這位嘉賓的出現引發了不少話題，但有些人認為這位嘉賓並不具備足夠的影響力而稱不上「神秘」。該報導也反映了部分民眾對此嘉賓身份的輕蔑態度，甚至直言「我們是中國人」。,八卦,2,八卦,1,PTT
政黑 ( HatePolitics ),[討論] 有誰想過人數只有這樣？,認真說，本來這邊大多看好國昌老師首戰，全黨全台動員，人數不會少，很多都看好雖不可能跟真正的人民運動青鳥比，但一定成績不會難看才對！結果，結果，結果才5000人不到欸欸小草都死哪去？全台動員才這樣？是因為要繳保證金不爽還是怎樣？比洲際爪喵戰人數還少是怎樣？不會吧，那麼不給國昌老師面子？行前記者會不是說非常多人要來力挺？這叫非常多人？--給點面子，國昌首戰，嘻嘻啥，凱道銀十字剩這些？他早上說非常非常多人都要來遊行，哈哈哈你們首戰就2266了，笑死跟人比青鳥，天呀！你找一張來看看呀，一條街都沒滿，青鳥是兩條+中山滿到忠孝耶！啥，3000人青鳥要崩什麼？你怎麼怪怪的？你夠格可以去陪阿北了！你是說一小時不開門是在大便對嗎？夫妻一起大對吧，真的把人民當白癡！啥，滿在哪？你當我不知道那條街多長多大嗎,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725798149.A.CB0,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/b7adfa56-c24c-4af0-90b1-e5752e1249d5,https://d1pxdrw6gckt4w.cloudfront.net/network/74d9d05c-97e2-4bb3-ba50-f49d440c851f,國昌老師的首場活動原本被期望能吸引大量人潮，全黨全台動員，預計不會少於5000人。然而，實際參與人數卻遠低於預期，僅有不到5000人出席。這一結果引發了許多質疑和失望，許多人不禁懷疑這次動員是否因為繳納保證金等問題受到影響。相比於其他大型人民運動，如青鳥運動，這次活動的人數顯得更加稀少。儘管行前記者會宣稱會有非常多人來力挺，但最終的出席人數還是讓人覺得不給國昌老師面子，並引發了更多的嘲諷和討論。,政治,6,政治,1,PTT
八卦 ( Gossiping ),[問卦] 明知違法，所以是違反那一條法律？, 訂定）第 34-3 條除增額容積及依本法第八十三條之一規定可移入容積外，一、依都市更新法規實施都市更新事業之地區：建築基地一點五倍之法定容積或各該建築基地零點三倍之法定容積再加其原建築容積。法律就規定，有1.2倍的彈性空間看要怎麼給而已明知違法，所以是違反那一條法律？--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725782750.A.43C,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/fa86adab-1b2a-4d64-b1c1-689637f27e67,https://d1pxdrw6gckt4w.cloudfront.net/network/12e4d113-1599-4f1f-b387-e018f6383b31,明知違法的情況下，文章討論的是違反了哪一條法律。根據都市更新法規範，特定地區的建築基地可以享有1.5倍的法定容積或者是各該建築基地0.3倍的法定容積加上原建築容積，此外還可以有1.2倍的彈性空間。文章提到的違法行為可能涉及這些規定中的某些條款，但具體是哪一條法律被違反，作者並未明確指出。這引發了讀者對法律條文適用範圍及實際操作的疑惑和討論。,八卦,2,八卦,1,PTT
八卦 ( Gossiping ),[新聞] 「黨檢一家！」黃國昌轟北檢成散播假訊,備註請放最後面 違者新聞文章刪除1.媒體來源:風傳媒2.記者署名:許詠晴3.完整新聞標題:黃國昌轟北檢成散播假訊息主體：柯文哲只能任由大家圍毆？4.完整新聞內文:檢廉偵辦京華城容積獎勵爭議案，案情消息滿天飛，先是傳出現已被押的民眾黨主席柯文哲帳戶有170萬元或700萬元不明金流，更有爆料有疑似柯收賄1500萬的證據。對此，民眾黨立院黨團總召黃國昌在《風傳媒》網路節目《下班瀚你聊》痛批，北檢甚至成為散播假訊息的主體，最誇張的是民進黨中央黨部竟站出來為北檢澄清，根本「黨檢一家」。黃國昌指出，從柯文哲被搜索至今，已有不少消息被證實為假訊息，他們就是在欺負人生自由受到拘束的柯文哲，因為當下柯文哲無法為自己講話，委任律師也不能幫忙，否則北檢將用洩密罪對付律師。結果，難道國家體制是在要求任何在柯文哲位子上的人，只能雙手雙腳被綁起來、嘴把被捂起來，躺在地上任由大家圍毆？黃國昌提到，上周有說柯文哲跑了，人不在家，但事實並非如此，，「我們如果是一個理性的公民社會，難道對於任何人事物的評價，是在客觀的事實基礎之上？」另外，北檢對於這些假訊息只會雙手一攤，稱不予證實，甚至自己就成為散播假訊息的主體。黃國昌指出，北檢曾到民眾黨中央黨部搜查，稱搜索範圍僅限柯文哲辦公室，當時民眾黨秘書長周榆修也告知檢方，中央黨部沒有柯文哲辦公室，但民眾黨攝影機還是拍到檢方在公共空間翻箱倒櫃。他痛批，北檢公然說謊卻不給大家交代，被逼到受不了才另出聲明，卻與第一份聲明相互矛盾，「我不客氣的說，北檢針對民眾黨中央黨部搜索的新聞稿，前後才是供述不一，相互矛盾，有串證之虞。」「最誇張的是最後站出來幫北檢澄清的竟是民進黨中央黨部！」黃國昌說，過去大家都反對國民黨的黨國一體，現在更誇張了，具有獨立性的檢調機關跟民進黨根本是，5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725758963.A.BDE,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/21754381-a82d-4f9e-89d2-64d3e8bc113f,https://d1pxdrw6gckt4w.cloudfront.net/network/68132147-1be5-49e4-be15-bc2b92e88de1,黃國昌在《風傳媒》的節目中猛烈批評北檢，指控其成為散播假訊息的主體，並且民進黨中央黨部竟站出來為北檢澄清，形成「黨檢一家」的局面。黃國昌指出，針對京華城容積獎勵案的偵查中，有許多關於柯文哲的不明金流和收賄的假訊息流傳，北檢卻未能有效澄清，甚至成為假訊息的散播者。他批評北檢在民眾黨中央黨部的搜查行動中說謊，搜索範圍聲稱僅限柯文哲辦公室，但實際上在公共空間翻箱倒櫃，且前後聲明矛盾，有串證之虞。黃國昌強調，國家體制不應該欺負無法為自己辯護的人，呼籲社會應該在客觀事實的基礎上評價任何人事物。,八卦,2,八卦,1,PTT
八卦 ( Gossiping ),[問卦] 物價漲那麼多....,"有沒有廣大台灣人7年薪資負成長7年物價一直漲7年後還是屎忠支持的八卦？連政府官方自已的統計數據也打臉自已的政策笑屎人7年來總薪資上漲不如物價上漲7年來經常性薪資上漲不如物價上漲就算了，居然還是衰退7年來也只有基本工資上漲大幅度超越物價上漲，也只爽到外籍移工而已....到底是誰？為何屎忠支持一個只會_______的垃圾？有卦嗎？2017年-2023年 49,989 -> 48,043元 (經常性薪資 負成長 3.89%)7年來總薪資平均值  49,989 -> 58,545 (總薪資 正成長 17.12%)7年來基本工資漲了  30.75%  (台灣慣老闆說中一點-> 現況也只爽到外籍移工)21009 元 -> 27470元(以實行日期計)7年來物價漲那麼多(17項重要民生物價- 大家常購買的民生品項)2024年漲1.1%2023年漲4.8%2022年漲5%2021年漲2.4%2020年漲0.3%2019年漲0.6%2018年漲3.3%2017年漲1.8%是否有專板本板並非萬能問板三則自刪及被刪也算三篇之內本看板嚴格禁止政治問卦發文問卦前請先仔細閱讀相關板規未滿30繁體中文字水桶1個月未滿20繁體中文字水桶2個月未滿10繁體中文字水桶3個月，嚴重者以鬧板論--^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^你以為每個人都拿得到「總薪資」= =果然是死忠的...你要看 薪資中位數 ，50%的打工仔拿到的薪資水平2017年 47.4萬2022年 51.8萬也才漲了8.65%....2023年的部份，要等國稅局統計結果才知道！今年大家才剛繳完稅金而已不過2023年薪資中位數 ，估計只會更慘而已XD只會更加打臉官方政策！等今年底政府公告就知道惹！^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^6網址都貼了。 誰跟你找不到....你到底在工三*？尼想替官方護航？在那邊五四三？我哪一段文章，讓你覺得 我自已都不認是你們死忠的不認吧！^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^資料自已找我都google來的！你要細項請自已google..總之我不是瞎掰的你要網址我可以私信給你你的程度，只會跟人家要資料很可憐啦...^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^你是老闆？？是的話？那我沒話講！112年全年受僱員工人數平均為817萬8千人，全年每人每月總薪資平均為58,545元817萬8千多打工仔哪個人不是作一輩子打工仔？你很好笑耶！^^^^^^^^^^^^^^^^^^^^^^^^^^^^如果檢調查得到金流，證明其不法所得草民自然會唾棄他現在是什麼都沒有查到就在那邊公審五四三簡直是台灣版文革笑屎人40% 居然還敢笑對岸自已也在幹同樣的事^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^要不要看看國際薪資= =",PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725747621.A.A63,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d65fc047-bd9f-43b4-a659-a86a8e84c8f6,https://d1pxdrw6gckt4w.cloudfront.net/network/f47c9a3f-68e6-4df8-950e-69d1b8a508ce,有網友發文討論台灣近七年的經濟狀況，指出薪資成長速度遠不及物價上漲，甚至經常性薪資還出現負成長，僅基本工資有明顯增幅，但主要受惠者是外籍移工。原文中引用多項統計數據，顯示2017年至2023年經常性薪資負成長3.89%，總薪資正成長17.12%，基本工資上漲30.75%，而民生物價則在同期間每年都有不同程度的上漲。該網友質疑政府政策的有效性，認為薪資中位數僅增長8.65%，未能反映大多數打工族的真實收入狀況，並對官方數據提出質疑，認為政府在護航。這樣的討論引發了對政府政策和經濟現狀的廣泛關注與批評。,八卦,2,八卦,1,PTT
棒球 ( Baseball ),[討論] 宋晟睿的天花板是哪位球員？,最近爪的宋晟睿  火燙到不行  打擊整個開竅明明一軍PA沒餵多少卻忽然大爆發  真的滿不簡單的宋88雖然之前被平野說過  期望他長成木屐這種球員但說天花板是木屐有點太誇了XDDDD如果範圍以國內的球員來說  宋88的天花板會是誰呢？速度快可以扛一棒  盜壘能力強頂級守備能力   臂力當過投手應該不錯  但準度有待加強打擊方面目前進步很多  令人期待全盛時期的蝦哥有機會嗎？還是爪隊的學長   蜘蛛人志豪？更早以前的黃金戰士？大家怎麼看？現在才22歲  如果健康的話  大有可為吧看好宋88未來的成長曲線嗎？--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725776571.A.CCE,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/4556d443-44bf-4702-a218-1ad85de7d851,https://d1pxdrw6gckt4w.cloudfront.net/network/f944d509-692d-46a4-87c4-c8320e880518,最近宋晟睿在比賽中的表現相當出色，打擊能力突飛猛進，儘管他在一軍的出場次數不多，但仍展現了驚人的潛力。過去曾被教練期望成為像木屐一樣的球員，但這樣的期望可能有些過高。若以國內球員為範圍來看，宋晟睿的天花板會是誰成為了熱議話題。他速度快，可以擔任第一棒，且擁有強大的盜壘和守備能力，臂力也不錯但準度需提升。打擊方面進步顯著，讓人期待他是否能達到全盛時期的蝦哥或是隊內的學長蜘蛛人志豪，甚至更早的黃金戰士。大家都對這位22歲的年輕球員未來的成長抱有很高的期望，認為他若能保持健康，將有非常大的潛力和發展空間。,運動,8,運動,1,PTT
政黑 ( HatePolitics ),[討論] 只有我覺得國昌在作死嗎,這樣天天罵罵罵吵吵吵到底是能給人民多少好感啊？現在柯已經是票房毒藥民眾黨人氣大減，應該安靜一陣子等司法調查這樣動員，天天開會幹譙根本不會增加多少票數和支持率嘩眾取寵的動作效力只有幾個月搞政治要當人氣王，讓大家越看越喜歡不是搞的讓人很煩很吵黃連縣市長都選不上以以大概也是泡沫掉--,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725758205.A.E6E,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/d0ee0451-5b2e-49a4-8680-cc0ea4b97584,https://d1pxdrw6gckt4w.cloudfront.net/network/cfb09cd5-ef5e-4233-af7c-68dd8ecc8c05,黃國昌的頻繁批評和爭吵是否能獲得民眾的好感引發討論。有人認為黃國昌這樣天天開會指責，不僅無法增加票數和支持率，反而讓人感到煩躁。相較之下，柯文哲已經被視為票房毒藥，民眾黨的人氣大減，建議應該低調一陣子等待司法調查結果。這種嘩眾取寵的行為雖在短期內有效，但長期來看可能讓人越來越厭煩，甚至影響選舉結果，讓黃國昌和民眾黨面臨泡沫化的危機。,政治,6,政治,1,PTT
政黑 ( HatePolitics ),[討論] 0908民眾黨遊覽車：至少31輛北上ING,統計一下民眾黨今日的遊覽車數量1.台中：16台遊覽車,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725775150.A.A47,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/24c761e1-99e0-4dee-bd24-57faadc8a1a7,https://d1pxdrw6gckt4w.cloudfront.net/network/a8ee7014-61c5-429f-8cd0-a82b6bf45d2c,民眾黨今日動員了大量遊覽車，根據統計，台中地區有16輛遊覽車北上。這次大規模的動員顯示出民眾黨在活動中的強大組織能力和影響力。這樣的行動引發了各界的關注和討論，特別是在當前社會政治背景下，這樣的集結尤為引人注目。人們紛紛猜測這種大規模動員的背後目的和對未來政治風向的影響。,政治,6,政治,1,PTT
八卦 ( Gossiping ),[新聞] 賴清德指｢不討割俄土地｣國台辦批台獨卻,1.媒體來源:新頭殼2.記者署名:張柏源3.完整新聞標題:賴清德指｢不討割俄土地｣國台辦批台獨卻不提俄稱中國自願放棄領土4.完整新聞內文:中國意圖以暴力逼迫台灣接受併吞，賴清德總統日前受訪時點破中國犯台的目的並不是因為領土，而是想改變以規則為基礎的世界秩序來成就霸權，否則為什麼不拿回中國割讓給俄羅斯的土地？俄羅斯外交部氣嗆賴清德「受美國人煽動」恣意「吠叫」。對此，大陸委員會直指賴清德指出歷史事實也點出中共對台灣與俄羅斯截然不同的態度有虛偽成分。賴清德日前接受電視節目《雅琴看世界》專訪時提到：「中國要併吞台灣，其實也不是為了領土的完整，如果真的是為了領土的完整，他為什麼不拿回俄羅斯占有的璦琿條約所簽下的那些土地呢？」俄外交部發言人扎哈羅娃（Maria Zakharova）3日緊急回應，莫斯科當局對北京當局的友好關係充滿信心。扎哈羅娃強調，俄羅斯和中國已於2001年7月16日締結《中俄睦鄰友好合作協定》，中國放棄任何對俄羅斯的領土要求，雙方也於2004年10月14日進一步締結化解領土紛爭的協定，並獲得中國和俄羅斯「層峰人士」的多次確認。她的發言卻證實了中國並非「一點都不能少」，而是可以「少了一大塊」，且中國劍指印太地區其實就是為了謀取世界霸權。被迫表明「中國自願放棄領土」的扎哈羅娃氣急敗壞叫罵，賴清德是「罹患復仇主義症候群的邊緣政客」、「美國所豢養煽動分裂國家的惡犬」，隨便賴清德怎麼去「吠叫」，俄羅斯對賴清德都不會感到任何興趣，也不會給他或台灣人民帶來任何好處。此外，她還要賴清德好好考慮讓台灣和中國和平統一。陸委會5日下午召開例行記者會，陸委會副主委兼發言人梁文傑強調，賴清德是指出了歷史事實。俄羅斯透過簽訂璦琿條約侵占中國土地，璦琿條約加上後來的北京條約，大概割讓了100萬平方公里土地給俄羅斯，這約是台灣土地面積28倍大，如果真的是「一點都不能少」，為什麼不跟俄羅斯索討土地。梁文傑也提到，最近看到中國副主席韓正與俄羅斯總統普丁（Vladimir Putin）在海參崴會面，這頗為諷刺，因為海參崴正是被俄羅斯侵占的土地，梁文傑直言：「賴總統只是點出中共態度，對台灣是一副態度，對於俄羅斯又是另一副態度，中間有虛偽部分」。對此，國台辦5日晚間發布發言人「答記者問」批評，賴清德不斷進行「台獨」挑釁，大肆渲染所謂「中國威脅」，拒不接受「九二共識」，極力迎合外部勢力反華論調，大搞「以武謀獨」、「倚外謀獨」，完全是為其「台獨」立場服務、為其分裂圖謀服務。不過，國台辦發布的「答記者問」中，並未提及俄方的相關說法。俄羅斯官方媒體塔斯社（TASS）6日報導提到，針對賴清德質疑，北京若真在意領土完整，為何不拿回俄方占據的土地，克里姆林宮發言人佩斯科夫（Dmitry Peskov）宣稱，台灣當局有關中國對俄羅斯主張的領土聲索聲明，俄方並未認真看待，他避重就輕地表示：「其實我們還沒看到諸如此類的聲明。就算真有如此聲明，也幾乎不可能會被嚴肅看待」。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體: 你們平常完全不懷疑俄爹給的戰報還洗地說西方/烏克蘭媒體都造謠現在俄國外交部講的又不可信了搞得我好亂啊被俄爹打臉很生氣??然而俄國官方認證是美國支持賴這樣嗆的,PTT,2024-09-08,https://www.pttbrain.com/ptt/article/M.1725764719.A.0F6,https://d1pxdrw6gckt4w.cloudfront.net/wordcloud/501cf11c-e9f1-4dd7-9b43-15bf862749cb,https://d1pxdrw6gckt4w.cloudfront.net/network/3ab9eea7-d12e-4a2d-8e5c-c9d3b3f14f3b,賴清德在接受《雅琴看世界》專訪時指出，中國想併吞台灣並非為了領土完整，而是為了改變世界秩序來實現霸權。賴清德質疑中國為何不索討被俄羅斯占領的領土，俄羅斯外交部則反駁賴清德受美國煽動，並強調中俄友好協定表明中國自願放棄領土要求。陸委會回應，賴清德只是指出歷史事實，並批評中國對台灣和俄羅斯態度迥異，存在虛偽成分。國台辦則指責賴清德進行台獨挑釁，拒絕「九二共識」，但未提及俄方的相關說法。俄羅斯克里姆林宮發言人佩斯科夫表示，台灣的聲索不被嚴肅看待。,八卦,2,八卦,1,PTT
